file_path,timestamp,agent_type,blob_key,response_length,argument_count,evidence_count,logical_connectors,complexity_score,clarity_score,novelty_score,coherence_score,overall_quality
orka_trace_20250713_144729.json,20250713_144729,progressive,49584ee9cc152ceb3b7aeab860aec84ff56627cfa4793077f0476de97b73b6f7,446,0,1,0,1.1800000000000002,2.0338983050847457,8.64406779661017,0.0,0.6779661016949152
orka_trace_20250713_144729.json,20250713_144729,progressive,058eeeb751e127a1bdfcb5862b0b0d34043c049bbb21b7f37bd6199cbee10887,748,0,3,0,1.4166666666666665,1.6470588235294117,8.823529411764707,0.0,0.5490196078431372
orka_trace_20250713_144729.json,20250713_144729,progressive,6d2c10988f9264399d4692a3148cf13a5e23fcb7e01113136e103b1bdbafad4b,529,0,1,0,1.4,1.7142857142857144,9.0,0.0,0.5714285714285715
orka_trace_20250713_145104.json,20250713_145104,progressive,ba36743912d64b2911ad128640790598814211c2e8078be6e77394c688d87258,1205,3,1,0,1.8222222222222222,2.0754716981132075,7.232704402515723,0.0,0.6918238993710691
orka_trace_20250713_145104.json,20250713_145104,progressive,be8650bedd23ad9f5162dd81a8ced425e98a8f3eeb65782e4c5a88b7ef6e4477,1233,3,2,0,1.8777777777777778,1.6463414634146343,7.439024390243903,0.0,0.5487804878048781
orka_trace_20250713_145104.json,20250713_145104,progressive,d04082c1ece2e00d50803b6b319134cdc21d4deb2efab1e13b4e898c30b5cf0b,838,3,1,0,1.8166666666666669,1.5596330275229358,7.981651376146789,0.0,2.5198776758409784
orka_trace_20250713_145104.json,20250713_145104,purist,772363784562424049777008d43fb6a245f02beee5e6da2c6bf17e15416f04e0,1009,3,1,0,1.775,1.897810218978102,7.7372262773722635,0.0,0.6326034063260341
orka_trace_20250713_145104.json,20250713_145104,progressive,47a89c1ec62ac59ded315595734a221c50c3f9c601fd31c0251bb5ddc51e6d75,1414,0,1,1,1.709090909090909,1.5957446808510638,7.127659574468085,0.0,0.6985815602836879
orka_trace_20250713_145104.json,20250713_145104,conservative,a6166692f5da1e918f873ddd7a57622090a2462531eebbf59492840ab83dba41,1374,0,1,1,1.5666666666666667,2.0212765957446805,7.23404255319149,0.0,0.8404255319148936
orka_trace_20250713_145104.json,20250713_145104,realist,915da21906eff1a602f6ad16abeee5b191da47da53e4ea0bcb3337d9210c9039,532,0,1,0,1.3599999999999999,1.4705882352941178,9.264705882352942,0.0,0.4901960784313726
orka_trace_20250713_145104.json,20250713_145104,purist,f36a4cd7c3bc2f9e098ead550f3939c80b9fc19fbb7d8b1a08e5f713a7edd975,1000,0,1,1,2.0285714285714285,1.76056338028169,7.394366197183099,0.0,0.7535211267605634
orka_trace_20250713_145433.json,20250713_145433,progressive,0a4b649ea8f7022c75b431f1de9c3a277f09627f82a2e2edf60f0f789a01ed4b,957,3,1,0,2.1333333333333333,1.640625,7.890625,0.0,2.546875
orka_trace_20250713_145433.json,20250713_145433,progressive,fbaf96c173e31c19d097773eb127a518f5fcd1e73f8425abaad5a8f4caeb2b84,1043,3,2,0,1.9571428571428573,1.6058394160583942,7.7372262773722635,0.0,2.5352798053527983
orka_trace_20250713_145433.json,20250713_145433,progressive,4461486fa8b58a39f4d7cc5435a6c080c331d40974140150d0ecde0f5ed41da0,697,3,1,0,1.5,1.0,8.666666666666668,0.0,2.3333333333333335
orka_trace_20250713_145433.json,20250713_145433,purist,4e3a0df7f54bbb414b066db53f961af1fab781b1e5c35c147b7e66e10fa12eed,909,3,1,0,2.34,1.8803418803418803,7.948717948717948,0.0,1.9601139601139603
orka_trace_20250713_145433.json,20250713_145433,progressive,66751944d0ce2b39adb2056a8cbe81d681e70fe590dc5072b53afa81fb464826,464,0,1,0,1.6,1.5625,8.75,0.0,0.5208333333333334
orka_trace_20250713_145433.json,20250713_145433,progressive,0ac2bcef827049d206a515ab8e9dd90ff5235b75adbba3ade03d825560c2d65c,314,0,1,0,1.4333333333333333,1.1627906976744187,9.534883720930234,0.0,0.3875968992248062
orka_trace_20250713_145433.json,20250713_145433,progressive,6cd6dadc40b8a369e3d1bb15ed6b25edc6ae851cfa4f70c4dca6cc0ba6bfbd8d,970,0,2,0,1.3111111111111111,1.440677966101695,8.305084745762713,0.0,0.48022598870056504
orka_trace_20250713_145433.json,20250713_145433,progressive,c4e384279dcf0fd8ceb09aa4e9a4bab66d9f3ecac2cafe0de9ef5bf186e77e13,644,0,1,1,1.4,1.3095238095238095,9.285714285714286,0.0,0.6031746031746031
orka_trace_20250713_145752.json,20250713_145752,progressive,bc47ebd9328888a80a18fa00d906fae31ac857451892cdf040c39890acea9127,1260,3,1,0,1.9444444444444442,1.7714285714285714,7.485714285714286,0.0,2.5904761904761906
orka_trace_20250713_145752.json,20250713_145752,progressive,6a4ef96922b777324b36456dbdb52040e2d340189d0354813bca91c5a959fd58,868,3,2,0,1.8666666666666667,1.4285714285714284,7.946428571428571,0.0,2.4761904761904763
orka_trace_20250713_145752.json,20250713_145752,progressive,61633aeace803e59c3c6b8e06cf51dc36f0887c49d6c2dd8d63a2b07d21f37c8,690,3,1,0,1.4166666666666665,1.2941176470588236,9.058823529411764,0.0,2.4313725490196076
orka_trace_20250713_145752.json,20250713_145752,purist,014169a0f96f15c70be6ca773f3c5d4c2c59904a22d6965a7323b53b03eee2bc,845,3,0,0,1.9666666666666668,1.8644067796610169,7.627118644067796,0.0,1.9548022598870058
orka_trace_20250713_145752.json,20250713_145752,progressive,4fba7c13913abd629f188856f64d040c329837ba4de8d9210415202dcf26e82c,1316,0,0,0,1.75,1.885714285714286,7.428571428571429,0.0,0.6285714285714287
orka_trace_20250713_145752.json,20250713_145752,progressive,5c59acb621e4e12450d50b5256f1df5ae28421ad390e5930c75659d272a23a9b,537,0,0,0,1.42,1.9718309859154928,9.014084507042254,0.0,0.6572769953051643
orka_trace_20250713_145752.json,20250713_145752,progressive,8876f62340b3047401a6ae27143daf720c0512419177b407cbcf6338c5e83635,378,0,2,0,1.6,1.875,9.375,0.0,0.625
orka_trace_20250713_145752.json,20250713_145752,progressive,b7ac47b4eb0e83b43ae6508eb713991657b6a12890398990184eeaf7ec7b624e,884,0,1,0,1.425,1.5789473684210527,8.24561403508772,0.0,0.5263157894736842
orka_trace_20250713_150128.json,20250713_150128,progressive,436328d683b0cda943aa78804e49e6f8c1308360c6d47dab9bba79044dcef194,1015,3,1,0,1.9428571428571426,1.6176470588235294,7.426470588235294,0.0,2.5392156862745097
orka_trace_20250713_150128.json,20250713_150128,progressive,3722aacba11c6116cfb301174e17c3b49debb6f50c0b90d6a56096acf86de436,1082,3,1,0,2.1,1.836734693877551,7.687074829931973,0.0,2.6122448979591835
orka_trace_20250713_150128.json,20250713_150128,progressive,948371ef9b9cb71929aea0aee9d5114e3ba0b7a2a885a79af9772e2d88145783,895,3,1,0,2.0166666666666666,1.7241379310344829,8.275862068965518,0.0,0.574712643678161
orka_trace_20250713_150128.json,20250713_150128,purist,6cc600bcc225816937b387b86041f8746d1b3214f4b14f289007248122c09db8,1192,3,1,0,2.1375,2.046783625730994,7.134502923976608,0.0,2.0155945419103314
orka_trace_20250713_150128.json,20250713_150128,progressive,8381f9cf938c364cf6cf755de384ed67994c6cc40643825079c8fd27c82eb568,1039,0,1,0,1.9125,1.8300653594771241,7.450980392156863,0.0,0.6100217864923747
orka_trace_20250713_150128.json,20250713_150128,progressive,9413edbdd00a7cfb55b5e2803bf1467d7c739f8d789d6ee08646192b2655e6b1,521,0,1,0,1.26,1.1111111111111112,9.523809523809524,0.0,0.3703703703703704
orka_trace_20250713_150128.json,20250713_150128,progressive,28dd23cc24173fd54b464496d706527e2b87637c37e18e1f3e55dfda69b4d0ff,682,0,3,0,1.3833333333333333,1.3253012048192772,9.27710843373494,0.0,0.44176706827309237
orka_trace_20250713_150128.json,20250713_150128,progressive,dfc5f375e9198d593faa81c0d54ef8d03e9ef604cee0dbec0312331418808f2f,424,0,1,0,1.45,1.7241379310344829,9.13793103448276,0.0,0.574712643678161
